HUX42.1	low
HUX42.2	low
HUX42.3	low
HUX42.4	low
HUX42.5	low
HUX42.6	low
HUX42.7	low
HUX42.8	low
HUX44.1	low
HUX44.2	low
HUX45.1	low
HUX45.2	low
HUX44.3	low
HUX44.4	low
HUX44.5	low
HUX44.6	low
HUX44.7	low
HUX44.8	low
HUX45.3	low
HUX45.4	low
HUX45.5	low
HUX45.6	low
HUX45.7	low
HUX45.8	low
