YAV1.1	high
YAV1.2	high
YAV1.3	high
YAV1.4	high
YAV1.5	high
YAV1.6	high
YAV4.1	high
YAV4.2	high
YAV4.3	high
YAV4.4	high
YAV4.5	high
YAV4.6	high
YAV5.1	high
YAV5.2	high
YAV5.3	high
YAV5.4	high
YAV5.5	high
YAV5.6	high
YAV6.1	high
YAV6.2	high
YAV6.3	high
YAV6.4	high
YAV6.5	high
YAV6.6	high
