nop.c4	nop
yai.a7	yai
vlc.b7	vlc
yai.c7	yai
isd.c10	isd
mtc.b4	mtc
poc.d10	poc
poc.a10	poc
gol.c1	gol
zag.b1	zag
mtc.c4	mtc
mtc.a4	mtc
gol.b1	gol
vlc.e7	vlc
zag.d1	zag
zag.c1	zag
isd.a10	isd
yai.e7	yai
vlc.h7	vlc
poc.a11	poc
nop.d4	nop
gol.f1	gol
isd.d10	isd
nop.b4	nop
