SRL33.8	low
SRL34.8	low
SRL32.3	low
SRL33.6	low
SRL34.7	low
HUX42.8	low
SRL33.3	low
SRL32.8	low
SRL34.4	low
HUX44.8	low
NVL63.5	high
YAV5.4	high
NVL63.4	high
NVL64.3	high
NVL65.6	high
YAV4.5	high
YAV4.1	high
YAV5.3	high
NVL65.2	high
YAV6.6	high
